rgn_id,year,category,total_output,jobs_wo,jobs,wage_krw,gdp_krw,pct_unemployed
12,2013,sb,1191,10,9.719736245,13.58061543,318607,4
3,2013,sb,13838424,37373,36325.57027,47.6787009,68348,2.1
2,2013,sb,59185,139,135.1043338,36.78638471,64654,4.2
8,2013,sb,6011585,11788,11457.62509,66.14520848,62289,2.1
7,2013,sb,824973,1677,1629.999768,63.46013172,42513,2
11,2013,sb,634,6,5.831841747,13.54632094,13198,1.8
6,2013,sb,64667,176,171.0673579,71.17079581,99154,2.8
16,2013,sb,12211,23,22.35539336,51.79958058,47402,2.1
5,2013,ts,198165.9812,344,341.1809672,48.81979079,35357,2.4
4,2013,ts,906605.4096,922,914.4443365,32.44048721,313671,3
10,2013,ts,331632.3513,1376,1364.723869,18.1084174,99619,2.1
9,2013,ts,809245.4047,941,933.2886341,39.19695687,89132,3.1
14,2013,ts,0,0,0,0,29763,2.9
13,2013,ts,0,0,0,0,44754,3.3
15,2013,ts,0,0,0,0,31456,3.1
1,2013,ts,4209177.925,9918,9836.723351,25.50340908,70338,3.8
12,2013,ts,14571477.85,9596,9517.362096,40.30681718,318607,4
3,2013,ts,2054899.035,1356,1344.887766,60.88626326,68348,2.1
2,2013,ts,1506027.724,1819,1804.093545,44.41849981,64654,4.2
8,2013,ts,1848928.39,2731,2708.61983,37.08417973,62289,2.1
7,2013,ts,110771.742,245,242.9922586,20.9395235,42513,2
11,2013,ts,137179.2487,962,954.116542,29.07932759,13198,1.8
6,2013,ts,626410.5829,517,512.7632559,55.59553807,99154,2.8
16,2013,ts,8503.355222,146,144.80355,13.63334431,47402,2.1
