region_id,score,goal,dimension
1,100,LIV,status
2,96.11471598567076,LIV,status
3,98.35553873796758,LIV,status
4,97.60202443051264,LIV,status
5,92.78823590076752,LIV,status
6,83.46189069393745,LIV,status
7,99.67649179865377,LIV,status
8,91.00492009746259,LIV,status
9,100,LIV,status
10,93.04497959664162,LIV,status
11,93.61646642491692,LIV,status
12,99.97319372495703,LIV,status
13,90.70039038166436,LIV,status
14,72.15835945451428,LIV,status
15,84.80121048474791,LIV,status
16,100,LIV,status
