"targets","layer","filename","fld_value","units","name","description","layer_gl","path_in","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"AO","ao_access","ao_access_gl2016.csv","value","scaled 0-1","Artisanal fisheries opportunity","The opportunity for artisanal and recreational fishing based on the quality of management of the small-scale fishing sector","ao_access","~/github/ohi-global/eez/layers/ao_access.csv","rgn_id",,,"year","value",,TRUE,2013,2013,0.706,0.706,TRUE,,,,11,FALSE
"AO","ao_need","ao_need_gl2016.csv","value","scaled 0-1","Economic need for artisanal fishing","Per capita purchasing power parity (PPP) adjusted gross domestic product (GDP): GDPpcPPP as a proxy for subsistence fishing need","ao_need","~/github/ohi-global/eez/layers/ao_need.csv","rgn_id",,,"year","value",,TRUE,2005,2016,0.510695818135009,0.700209666278803,TRUE,,,,11,FALSE
"AO pressureCP pressureCS pressureCW pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureLSP pressureMAR pressureNP pressureSPP pressureTR pressure","ss_spi","ss_spi_gl2016.csv","pressure_score","scaled 0-1","Weakness of social progress","Inverse of Social Progress Index scores","ss_spi","~/github/ohi-global/eez/layers/ss_spi.csv","rgn_id",,,"year","pressure_score",,TRUE,2014,2017,0.178758333333333,0.190133333333333,TRUE,,,,11,FALSE
"AO pressureCP pressureCS pressureCW pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureLSP pressureMAR pressureNP pressureSPP pressureTR pressure","ss_wgi","ss_wgi_gl2016.csv","pressure_score","scaled 0-1","Weakness of governance","Inverse of World Governance Indicators (WGI) six combined scores","ss_wgi","~/github/ohi-global/eez/layers/ss_wgi.csv","rgn_id",,,"year","pressure_score",,TRUE,1996,2015,0.337001752853394,0.411186120907466,TRUE,,,,11,FALSE
"AO pressureCP pressureCS pressureCW pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureLSP pressureMAR pressureNP pressureSPP pressureTR pressure","ss_ordinance","ss_ordinance_kor2016.csv","pressure_score","scaled 0-1","Weakness of regional governace","Inverse of regional governments' ordinance scores","","","rgn_id",,,"year","pressure_score",,TRUE,2017,2017,0,0.801618861,TRUE,,,,11,FALSE
"AO pressureCP pressureCS pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureLSP pressureNP pressureSPP pressure","hd_intertidal","hd_intertidal_kor2016.csv","pressure_score","scaled 0-1","Intertidal habitat destruction","Ratio of artifical coastline (in land excluding islands) as a proxy for intertidal habitat destruction","hd_intertidal","~/github/ohi-global/eez/layers/hd_intertidal.csv","rgn_id",,,"year","pressure_score",,TRUE,2014,2014,0.309406805,0.71121067,TRUE,,,,11,FALSE
"AO pressureCP pressureCS pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureLSP pressureNP pressureSPP pressure","sp_alien","sp_alien_gl2016.csv","pressures.score","scaled 0-1","Nonindigenous species","Measure of harmful invasive species","sp_alien","~/github/ohi-global/eez/layers/sp_alien.csv","rgn_id",,,,"pressures.score",,TRUE,,,0.011521375392743,0.011521375392743,TRUE,,,,11,FALSE
"AO pressureCP pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureLSP pressureNP pressureSPP pressure","hd_subtidal_hb","hd_subtidal_hb_kor2016.csv","score","scaled 0-1","Subtidal hardbottom habitat destruction","High bycatch artisanal fishing practices (blast fishing) as a proxy for subtidal hard bottom habitat destruction","hd_subtidal_hb","~/github/ohi-global/eez/layers/hd_subtidal_hb.csv","rgn_id",,,"year","score",,TRUE,2016,2016,0,0,TRUE,,,,11,FALSE
"AO pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureNP pressureSPP pressure","fp_art_hb","fp_art_hb_kor2016.csv","pressure_score","scaled 0-1","High bycatch due to artisanal fishing","Presence of destructive artisanal blast and poison (cyanide) fishing.","fp_art_hb","~/github/ohi-global/eez/layers/fp_art_hb.csv","rgn_id",,,"year","pressure_score",,TRUE,2016,2016,0,0,TRUE,,,,11,FALSE
"AO pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureSPP pressure","fp_com_hb","fp_com_hb_gl2016.csv","pressure_score","scaled 0-1","High bycatch due to commercial fishing","Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity","fp_com_hb","~/github/ohi-global/eez/layers/fp_com_hb.csv","rgn_id",,,"year","pressure_score",,TRUE,2013,2016,0.638025700487896,0.644418064636133,TRUE,,,,11,FALSE
"AO pressureECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure","fp_com_lb","fp_com_lb_gl2016.csv","pressure_score","scaled 0-1","Low bycatch due to commercial fishing","Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity","fp_com_lb","~/github/ohi-global/eez/layers/fp_com_lb.csv","rgn_id",,,"year","pressure_score",,TRUE,2013,2016,0.638025700487896,0.644418064636133,TRUE,,,,11,FALSE
"AO pressureECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure","hd_subtidal_sb","hd_subtidal_sb_kor2016.csv","pressure_score","scaled 0-1","Subtidal soft bottom habitat destruction","Demersal destructive commercial fishing practices (i.e., trawling) in soft bottom habitat as a proxy for soft bottom habitat destruction","hd_subtidal_sb","~/github/ohi-global/eez/layers/hd_subtidal_sb.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0,TRUE,,,,11,FALSE
"AO resilienceCP resilienceCS resilienceCW resilienceECO resilienceFIS resilienceHAB resilienceICO resilienceLIV resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience","res_spi","res_spi_gl2016.csv","resilience_score","scaled 0-1","Social Progress Index","Social Progress Index scores","res_spi","~/github/ohi-global/eez/layers/res_spi.csv","rgn_id",,,"year","resilience_score",,TRUE,2014,2017,0.809866666666667,0.821241666666667,TRUE,,,,11,FALSE
"AO resilienceCP resilienceCS resilienceCW resilienceECO resilienceFIS resilienceHAB resilienceICO resilienceLIV resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience","wgi_all","wgi_all_gl2016.csv","resilience_score","scaled 0-1","Strength of governance","World Governance Indicators (WGI) six combined scores","wgi_all","~/github/ohi-global/eez/layers/wgi_all.csv","rgn_id",,,"year","resilience_score",,TRUE,1996,2015,0.588813879092534,0.662998247146606,TRUE,,,,11,FALSE
"AO resilienceCP resilienceCS resilienceCW resilienceECO resilienceFIS resilienceHAB resilienceICO resilienceLIV resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience","res_ordinance","res_ordinance_kor2016.csv","resilience_score","scaled 0-1","Strenght of regional governace","Regional governments' ordinance scores (highest rgn 11 = 1)","","","rgn_id",,,,"resilience_score",,TRUE,,,0.198381139,1,TRUE,,,,11,FALSE
"AO resilienceCP resilienceCS resilienceFIS resilienceHAB resilienceICO resilienceLSP resilienceNP resilienceSPP resilience","hd_habitat","hd_habitat_gl2016.csv","resilience score","scaled 0-1","Management of habitat to protect habitat biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: habitat related questions","hd_habitat","~/github/ohi-global/eez/layers/hd_habitat.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.818181818181818,0.818181818181818,TRUE,,,,11,FALSE
"AO resilienceCP resilienceCS resilienceHAB resilienceNP resilience","hd_mpa_coast","hd_mpa_coast_gl2016.csv","resilience.score","scaled 0-1","Coastal protected marine areas (habitat preservation)","Protected marine areas within 3nm of coastline (lasting special places goal status score)","hd_mpa_coast","~/github/ohi-global/eez/layers/hd_mpa_coast.csv","rgn_id",,,"year","resilience.score",,TRUE,2011,2017,0.655061704372816,0.674594562231985,TRUE,,,,11,FALSE
"AO resilienceFIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_habitat","fp_habitat_gl2016.csv","resilience score","scaled 0-1","Management of habitat to protect fisheries biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: habitat related questions","fp_habitat","~/github/ohi-global/eez/layers/fp_habitat.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.818181818181818,0.818181818181818,TRUE,,,,11,FALSE
"AO resilienceFIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mora","fp_mora_gl2016.csv","value","scaled 0-1","Commercial fishing management","Regulations and management of commerical fishing","fp_mora","~/github/ohi-global/eez/layers/fp_mora.csv","rgn_id",,,,"value",,TRUE,,,0.655676607343333,0.655676607343333,TRUE,,,,11,FALSE
"AO resilienceHAB resilienceNP resilience","fp_mpa_coast","fp_mpa_coast_gl2016.csv","resilience.score","scaled 0-1","Coastal protected marine areas (fishing preservation)","Protected marine areas within 3nm of coastline (lasting special places goal status score)","fp_mpa_coast","~/github/ohi-global/eez/layers/fp_mpa_coast.csv","rgn_id",,,"year","resilience.score",,TRUE,2011,2017,0.655061704372816,0.674594562231985,TRUE,,,,11,FALSE
"AO resilienceHAB resilienceNP resilience","species_diversity_3nm","species_diversity_3nm_gl2016.csv","score","scaled 0-1","Measure of coastal ecological integrity","Marine species condition (same calculation and data as the species subgoal status score)  calculated within 3 nm of shoreline as a proxy for ecological integrity","species_diversity_3nm","~/github/ohi-global/eez/layers/species_diversity_3nm.csv","rgn_id",,,,"score",,TRUE,,,0.893210384928468,0.893210384928468,TRUE,,,,11,FALSE
"CP","hab_coral_extent","hab_coral_extent_gl2016.csv","km2","km2","Habitat extent of saltmarsh","Area of coral habitat","hab_coral_extent","~/github/ohi-global/eez/layers/hab_coral_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2016,2016,0,0,TRUE,,,,11,FALSE
