goal,dimension,region_id,score
BD,future,0,87.51
BD,future,1,86
BD,future,2,86.54
BD,future,3,85.39
BD,future,4,86.44
BD,future,5,88.36
BD,future,6,87.24
BD,future,7,86.01
BD,future,8,89
BD,future,9,88.1
BD,future,10,87.88
BD,future,11,91.68
BD,pressures,1,
BD,pressures,2,
BD,pressures,3,
BD,pressures,4,
BD,pressures,5,
BD,pressures,6,
BD,pressures,7,
BD,pressures,8,
BD,pressures,9,
BD,pressures,10,
BD,pressures,11,
BD,resilience,1,
BD,resilience,2,
BD,resilience,3,
BD,resilience,4,
BD,resilience,5,
BD,resilience,6,
BD,resilience,7,
BD,resilience,8,
BD,resilience,9,
BD,resilience,10,
BD,resilience,11,
BD,score,0,88.86
BD,score,1,88.11
BD,score,2,88.38
BD,score,3,87.8
BD,score,4,88.33
BD,score,5,89.29
BD,score,6,88.73
BD,score,7,88.11
BD,score,8,89.61
BD,score,9,89.16
BD,score,10,89.05
BD,score,11,90.95
BD,status,0,90.22
BD,status,1,90.22
BD,status,2,90.22
BD,status,3,90.22
BD,status,4,90.22
BD,status,5,90.22
BD,status,6,90.22
BD,status,7,90.22
BD,status,8,90.22
BD,status,9,90.22
BD,status,10,90.22
BD,status,11,90.22
BD,trend,1,-0.18
BD,trend,2,-0.18
BD,trend,3,-0.18
BD,trend,4,-0.18
BD,trend,5,-0.18
BD,trend,6,-0.18
BD,trend,7,-0.18
BD,trend,8,-0.18
BD,trend,9,-0.18
BD,trend,10,-0.18
BD,trend,11,-0.18
CW,future,0,74.88
CW,future,1,74
CW,future,2,74.04
CW,future,3,73.49
CW,future,4,74.19
CW,future,5,75.38
CW,future,6,74.22
CW,future,7,74.18
CW,future,8,75.87
CW,future,9,75.01
CW,future,10,75.5
CW,future,11,77.74
CW,pressures,1,70.63
CW,pressures,2,70.53
CW,pressures,3,72.23
CW,pressures,4,70.04
CW,pressures,5,66.3
CW,pressures,6,69.94
CW,pressures,7,70.07
CW,pressures,8,64.77
CW,pressures,9,67.45
CW,pressures,10,65.91
CW,pressures,11,58.87
CW,resilience,1,83.83
CW,resilience,2,83.87
CW,resilience,3,83.2
CW,resilience,4,84.06
CW,resilience,5,85.52
CW,resilience,6,84.1
CW,resilience,7,84.04
CW,resilience,8,86.12
CW,resilience,9,85.07
CW,resilience,10,85.67
CW,resilience,11,88.43
CW,score,0,72.08
CW,score,1,71.64
CW,score,2,71.66
CW,score,3,71.38
CW,score,4,71.73
CW,score,5,72.33
CW,score,6,71.75
CW,score,7,71.73
CW,score,8,72.57
CW,score,9,72.14
CW,score,10,72.39
CW,score,11,73.51
CW,status,0,69.28
CW,status,1,69.28
CW,status,2,69.28
CW,status,3,69.28
CW,status,4,69.28
CW,status,5,69.28
CW,status,6,69.28
CW,status,7,69.28
CW,status,8,69.28
CW,status,9,69.28
CW,status,10,69.28
CW,status,11,69.28
CW,trend,1,0.04
CW,trend,2,0.04
CW,trend,3,0.04
CW,trend,4,0.04
CW,trend,5,0.04
CW,trend,6,0.04
CW,trend,7,0.04
CW,trend,8,0.04
CW,trend,9,0.04
CW,trend,10,0.04
CW,trend,11,0.04
ECO,future,0,48.5
ECO,future,1,42.28
ECO,future,2,42.37
ECO,future,3,41.37
ECO,future,4,42.63
ECO,future,5,44.79
ECO,future,6,42.74
ECO,future,7,83.63
ECO,future,8,45.66
ECO,future,9,54.03
ECO,future,10,44.95
ECO,future,11,49.03
ECO,pressures,1,38.58
