rgn_id,sector,year,total_output
0,fism,2010,19459660
0,rd,2010,933585
0,con,2010,6077001
0,ts,2010,41387792
0,em,2010,11315164
0,sb,2010,57278581
0,ser,2010,7133914
0,pa,2010,5226799
0,tour,2010,7801238
0,env,2010,1340646
0,fism,2011,20580805
0,rd,2011,972968
0,con,2011,6051877
0,ts,2011,35945822
0,em,2011,12678943
0,sb,2011,63584470
0,ser,2011,8104870
0,pa,2011,5580496
0,tour,2011,8022099
0,env,2011,1480161
0,fism,2012,21060192
0,rd,2012,964078
0,con,2012,5861594
0,ts,2012,38303986
0,em,2012,13268325
0,sb,2012,59773980
0,ser,2012,9263136
0,pa,2012,5926342
0,tour,2012,8367700
0,env,2012,1493141
0,fism,2013,20961723
0,rd,2013,1058893
0,con,2013,6145196
0,ts,2013,33866606
0,em,2013,10922088
0,sb,2013,54594078
0,ser,2013,9172576
0,pa,2013,6322579
0,tour,2013,356232
0,env,2013,1839295
0,fism,2014,21598865
0,rd,2014,1147243
0,con,2014,5308954
0,ts,2014,34036316
0,em,2014,10994741
0,sb,2014,55532914
0,ser,2014,9410293
0,pa,2014,6854457
0,tour,2014,558411
0,env,2014,1878226
