rgn_id,year,a_prot_3nm
1,2000,4076.5
1,2001,4077.25
1,2002,4088
1,2003,4274.5
1,2004,4348
1,2005,4349
1,2006,4375.75
1,2007,4382
1,2008,4584.5
1,2009,6560
1,2010,6564.75
1,2011,6564.75
1,2012,6565.25
1,2013,6628
1,2014,6661.75
1,2015,6663.75
1,2016,6760.5
1,2017,6760.5
2,2000,4076.5
2,2001,4077.25
2,2002,4088
2,2003,4274.5
2,2004,4348
2,2005,4349
2,2006,4375.75
2,2007,4382
2,2008,4584.5
2,2009,6560
2,2010,6564.75
2,2011,6564.75
2,2012,6565.25
2,2013,6628
2,2014,6661.75
2,2015,6663.75
2,2016,6760.5
2,2017,6760.5
3,2000,4076.5
3,2001,4077.25
3,2002,4088
3,2003,4274.5
3,2004,4348
3,2005,4349
3,2006,4375.75
3,2007,4382
3,2008,4584.5
3,2009,6560
3,2010,6564.75
3,2011,6564.75
3,2012,6565.25
3,2013,6628
3,2014,6661.75
3,2015,6663.75
3,2016,6760.5
3,2017,6760.5
4,2000,4076.5
4,2001,4077.25
4,2002,4088
4,2003,4274.5
4,2004,4348
4,2005,4349
4,2006,4375.75
4,2007,4382
4,2008,4584.5
4,2009,6560
4,2010,6564.75
4,2011,6564.75
4,2012,6565.25
4,2013,6628
4,2014,6661.75
4,2015,6663.75
4,2016,6760.5
4,2017,6760.5
5,2000,4076.5
5,2001,4077.25
5,2002,4088
5,2003,4274.5
5,2004,4348
5,2005,4349
5,2006,4375.75
5,2007,4382
5,2008,4584.5
5,2009,6560
5,2010,6564.75
5,2011,6564.75
5,2012,6565.25
5,2013,6628
5,2014,6661.75
5,2015,6663.75
5,2016,6760.5
5,2017,6760.5
6,2000,4076.5
6,2001,4077.25
6,2002,4088
6,2003,4274.5
6,2004,4348
6,2005,4349
6,2006,4375.75
6,2007,4382
6,2008,4584.5
6,2009,6560
6,2010,6564.75
6,2011,6564.75
6,2012,6565.25
6,2013,6628
6,2014,6661.75
6,2015,6663.75
6,2016,6760.5
6,2017,6760.5
7,2000,4076.5
7,2001,4077.25
7,2002,4088
7,2003,4274.5
7,2004,4348
7,2005,4349
7,2006,4375.75
7,2007,4382
7,2008,4584.5
7,2009,6560
7,2010,6564.75
7,2011,6564.75
7,2012,6565.25
7,2013,6628
7,2014,6661.75
7,2015,6663.75
7,2016,6760.5
7,2017,6760.5
8,2000,4076.5
8,2001,4077.25
8,2002,4088
8,2003,4274.5
8,2004,4348
8,2005,4349
8,2006,4375.75
8,2007,4382
8,2008,4584.5
8,2009,6560
8,2010,6564.75
8,2011,6564.75
8,2012,6565.25
8,2013,6628
8,2014,6661.75
8,2015,6663.75
8,2016,6760.5
8,2017,6760.5
9,2000,4076.5
9,2001,4077.25
9,2002,4088
9,2003,4274.5
9,2004,4348
9,2005,4349
9,2006,4375.75
9,2007,4382
9,2008,4584.5
9,2009,6560
9,2010,6564.75
9,2011,6564.75
9,2012,6565.25
9,2013,6628
9,2014,6661.75
9,2015,6663.75
9,2016,6760.5
9,2017,6760.5
10,2000,4076.5
10,2001,4077.25
10,2002,4088
10,2003,4274.5
10,2004,4348
10,2005,4349
10,2006,4375.75
10,2007,4382
10,2008,4584.5
10,2009,6560
10,2010,6564.75
10,2011,6564.75
10,2012,6565.25
10,2013,6628
10,2014,6661.75
10,2015,6663.75
10,2016,6760.5
10,2017,6760.5
11,2000,4076.5
11,2001,4077.25
11,2002,4088
11,2003,4274.5
11,2004,4348
11,2005,4349
11,2006,4375.75
11,2007,4382
11,2008,4584.5
11,2009,6560
11,2010,6564.75
11,2011,6564.75
11,2012,6565.25
11,2013,6628
11,2014,6661.75
11,2015,6663.75
11,2016,6760.5
11,2017,6760.5
12,2000,4076.5
12,2001,4077.25
12,2002,4088
12,2003,4274.5
12,2004,4348
12,2005,4349
12,2006,4375.75
12,2007,4382
12,2008,4584.5
12,2009,6560
12,2010,6564.75
12,2011,6564.75
12,2012,6565.25
12,2013,6628
12,2014,6661.75
12,2015,6663.75
12,2016,6760.5
12,2017,6760.5
