rgn_id,year,CPI
0,2000,66.572
12,2000,65.447
1,2000,66.144
13,2000,67.399
2,2000,67.1
14,2000,67.117
15,2000,67.667
3,2000,65.876
4,2000,66.41
5,2000,67.897
16,2000,67.795
6,2000,67.108
7,2000,67.141
8,2000,68.136
9,2000,68.619
10,2000,66.84
11,2000,68.358
0,2001,69.279
12,2001,68.288
1,2001,68.866
13,2001,69.932
2,2001,70.024
14,2001,69.578
15,2001,70.255
3,2001,68.484
4,2001,69.171
5,2001,70.489
16,2001,70.236
6,2001,69.507
7,2001,69.737
8,2001,70.458
9,2001,71.026
10,2001,69.441
11,2001,70.408
0,2002,71.193
12,2002,70.54
1,2002,70.63
13,2002,71.617
2,2002,71.829
14,2002,71.094
15,2002,71.902
3,2002,70.257
4,2002,71.335
5,2002,71.756
16,2002,71.473
6,2002,70.978
7,2002,71.131
8,2002,71.878
9,2002,72.278
10,2002,71.174
11,2002,72.419
0,2003,73.695
12,2003,73.228
1,2003,73.165
13,2003,73.982
2,2003,74.133
14,2003,73.432
15,2003,74.168
3,2003,72.65
4,2003,73.753
5,2003,74.229
16,2003,73.998
6,2003,73.578
7,2003,73.564
8,2003,74.137
9,2003,74.131
10,2003,73.753
11,2003,74.778
0,2004,76.341
12,2004,76.08
1,2004,75.376
13,2004,76.161
2,2004,76.71
14,2004,76.542
15,2004,76.999
3,2004,75.422
4,2004,76.299
5,2004,77.086
16,2004,76.45
6,2004,76.447
7,2004,76.407
8,2004,76.743
9,2004,76.636
10,2004,76.109
11,2004,77.774
0,2005,78.444
12,2005,78.072
1,2005,77.463
13,2005,78.121
2,2005,78.661
14,2005,78.869
15,2005,79.249
3,2005,77.737
4,2005,78.414
5,2005,79.819
16,2005,78.846
6,2005,78.901
7,2005,78.51
8,2005,78.77
9,2005,78.91
10,2005,78.116
11,2005,79.723
0,2006,80.202
12,2006,79.685
1,2006,79.174
13,2006,79.904
2,2006,80.543
14,2006,80.636
15,2006,81.269
3,2006,79.869
4,2006,80.328
5,2006,81.635
16,2006,80.633
6,2006,80.92
7,2006,80.224
8,2006,80.412
9,2006,80.739
10,2006,79.678
11,2006,81.258
0,2007,82.235
12,2007,81.773
1,2007,81.117
13,2007,81.792
2,2007,82.417
14,2007,82.739
15,2007,83.264
3,2007,82.143
4,2007,82.341
5,2007,83.537
16,2007,82.827
6,2007,82.939
7,2007,82.194
8,2007,82.4
9,2007,82.718
10,2007,81.552
11,2007,82.992
0,2008,86.079
12,2008,85.176
1,2008,84.959
13,2008,85.724
2,2008,86.475
14,2008,86.663
15,2008,87.187
3,2008,86.419
4,2008,86.313
5,2008,87.981
16,2008,87.078
6,2008,87.022
7,2008,86.224
8,2008,86.339
9,2008,87.098
10,2008,85.718
11,2008,87.236
0,2009,88.452
12,2009,87.686
1,2009,87.541
13,2009,87.742
2,2009,88.782
14,2009,88.852
15,2009,89.168
3,2009,88.427
4,2009,88.816
5,2009,89.65
16,2009,89.2
6,2009,89.396
7,2009,88.736
8,2009,88.748
9,2009,89.157
10,2009,88.224
11,2009,88.817
0,2010,91.051
12,2010,90.146
1,2010,90.235
13,2010,90.223
2,2010,91.593
14,2010,91.468
15,2010,91.894
3,2010,91.235
4,2010,91.358
5,2010,92.357
16,2010,91.822
6,2010,92.083
7,2010,91.644
8,2010,91.709
9,2010,91.978
10,2010,91.197
11,2010,91.819
0,2011,94.717
12,2011,93.586
1,2011,94.258
13,2011,93.967
2,2011,94.723
14,2011,95.195
15,2011,96.015
3,2011,94.869
4,2011,94.867
5,2011,96.36
16,2011,95.87
6,2011,95.859
7,2011,95.652
8,2011,95.813
9,2011,95.895
10,2011,95.035
11,2011,95.76
0,2012,96.789
12,2012,95.908
1,2012,96.514
13,2012,96.268
2,2012,96.602
14,2012,96.896
15,2012,97.93
3,2012,96.905
4,2012,96.871
5,2012,98.223
16,2012,97.753
6,2012,98.155
7,2012,97.737
8,2012,97.715
9,2012,97.826
10,2012,96.859
11,2012,96.929
0,2013,98.048
12,2013,97.245
1,2013,97.938
13,2013,97.859
2,2013,97.648
14,2013,98.148
15,2013,98.896
3,2013,98.375
4,2013,98.054
5,2013,99.289
16,2013,98.979
6,2013,99.321
7,2013,98.916
8,2013,99.04
9,2013,98.958
10,2013,98.118
11,2013,98.27
0,2014,99.298
12,2014,98.761
1,2014,99.168
13,2014,99.263
2,2014,99.018
14,2014,99.723
15,2014,99.802
3,2014,99.543
4,2014,99.266
5,2014,99.964
16,2014,100.154
6,2014,99.784
7,2014,100.029
8,2014,100.033
9,2014,99.96
10,2014,99.452
11,2014,99.365
0,2015,100
12,2015,100
1,2015,100
13,2015,100
2,2015,100
14,2015,100
15,2015,100
3,2015,100
4,2015,100
5,2015,100
16,2015,100
6,2015,100
7,2015,100
8,2015,100
9,2015,100
10,2015,100
11,2015,100
0,2016,100.97
12,2016,101.18
1,2016,101.18
13,2016,101
2,2016,100.85
14,2016,100.92
15,2016,100.68
3,2016,100.99
4,2016,100.94
5,2016,100.79
16,2016,100.57
6,2016,100.69
7,2016,100.54
8,2016,100.94
9,2016,100.69
10,2016,100.93
11,2016,101.29
