rgn_id,sector,year,wage_krw
5,fism,2010,89857812.46
4,fism,2010,49251805.11
10,fism,2010,97465473.83
9,fism,2010,151402896.8
14,fism,2010,0
13,fism,2010,414773424.3
15,fism,2010,20589615.99
1,fism,2010,851336420.3
12,fism,2010,2125438671
3,fism,2010,419283529.4
2,fism,2010,91736304.97
8,fism,2010,53462971.79
7,fism,2010,64543732.73
11,fism,2010,159908644.7
6,fism,2010,50565501.99
16,fism,2010,406352594.5
5,sb,2010,22437350.5
4,sb,2010,11284952.18
10,sb,2010,78372142.92
9,sb,2010,31593190.78
14,sb,2010,97277876.78
13,sb,2010,11538273.73
15,sb,2010,10871173.2
1,sb,2010,61411350.87
12,sb,2010,6635290.83
3,sb,2010,49820368.7
2,sb,2010,19668144.39
8,sb,2010,66501884.74
7,sb,2010,44046121.9
11,sb,2010,15495691.4
6,sb,2010,49137244.59
16,sb,2010,8470717.848
5,ts,2010,80058344
4,ts,2010,31084219.66
10,ts,2010,22429814.32
9,ts,2010,57384748.82
14,ts,2010,0
13,ts,2010,0
15,ts,2010,0
1,ts,2010,33140931.03
12,ts,2010,46465530.11
3,ts,2010,65146970.63
2,ts,2010,50922393.39
8,ts,2010,54561889.96
7,ts,2010,25704140.74
11,ts,2010,33154885.22
6,ts,2010,91055533.67
16,ts,2010,15906532.94
5,fism,2013,116445679.1
4,fism,2013,62972169.71
10,fism,2013,123048444.3
9,fism,2013,193600538.5
14,fism,2013,0
13,fism,2013,446611147.7
15,fism,2013,22081733.84
1,fism,2013,1111528844
12,fism,2013,2290808649
3,fism,2013,447820119.4
2,fism,2013,118529958.9
8,fism,2013,66671101.34
7,fism,2013,85579571.81
11,fism,2013,199479231.4
6,fism,2013,65875666.78
16,fism,2013,479380811.5
5,sb,2013,37931503.62
4,sb,2013,9191824.038
10,sb,2013,85304723.58
9,sb,2013,36797641.14
14,sb,2013,122045492.8
13,sb,2013,41039065.14
15,sb,2013,17661658.95
1,sb,2013,72631926.21
12,sb,2013,13580615.43
3,sb,2013,47678700.9
2,sb,2013,36786384.71
8,sb,2013,66145208.48
7,sb,2013,63460131.72
11,sb,2013,13546320.94
6,sb,2013,71170795.81
16,sb,2013,51799580.58
5,ts,2013,48819790.79
4,ts,2013,32440487.21
10,ts,2013,18108417.4
9,ts,2013,39196956.87
14,ts,2013,0
13,ts,2013,0
15,ts,2013,0
1,ts,2013,25503409.08
12,ts,2013,40306817.18
3,ts,2013,60886263.26
2,ts,2013,44418499.81
8,ts,2013,37084179.73
7,ts,2013,20939523.5
11,ts,2013,29079327.59
6,ts,2013,55595538.07
16,ts,2013,13633344.31
