rgn_id,type,label
1,eez,Jeju
2,eez,Jeollanam-do
3,eez,Gyeongsangnam-do
4,eez,Busan
5,eez,Jeollabuk-do
6,eez,Ulsan
7,eez,Chungcheongnam-do
8,eez,Gyeonggi-do
9,eez,Gyeongsangbuk-do
10,eez,Incheon
11,eez,Seoul
12,eez,Gangwon-do
