rgn_id,year,jobs_all
1,2000,22134000
1,2001,22471000
1,2002,22921000
1,2003,22956500
1,2004,23417000
1,2005,23742800
1,2006,23978200
1,2007,24215700
1,2008,24346600
1,2009,24394300
1,2010,24748400
1,2011,25098900
1,2012,25500600
1,2013,25873400
1,2014,26535900
1,2015,26912600
1,2016,27247200
2,2000,22134000
2,2001,22471000
2,2002,22921000
2,2003,22956500
2,2004,23417000
2,2005,23742800
2,2006,23978200
2,2007,24215700
2,2008,24346600
2,2009,24394300
2,2010,24748400
2,2011,25098900
2,2012,25500600
2,2013,25873400
2,2014,26535900
2,2015,26912600
2,2016,27247200
3,2000,22134000
3,2001,22471000
3,2002,22921000
3,2003,22956500
3,2004,23417000
3,2005,23742800
3,2006,23978200
3,2007,24215700
3,2008,24346600
3,2009,24394300
3,2010,24748400
3,2011,25098900
3,2012,25500600
3,2013,25873400
3,2014,26535900
3,2015,26912600
3,2016,27247200
4,2000,22134000
4,2001,22471000
4,2002,22921000
4,2003,22956500
4,2004,23417000
4,2005,23742800
4,2006,23978200
4,2007,24215700
4,2008,24346600
4,2009,24394300
4,2010,24748400
4,2011,25098900
4,2012,25500600
4,2013,25873400
4,2014,26535900
4,2015,26912600
4,2016,27247200
5,2000,22134000
5,2001,22471000
5,2002,22921000
5,2003,22956500
5,2004,23417000
5,2005,23742800
5,2006,23978200
5,2007,24215700
5,2008,24346600
5,2009,24394300
5,2010,24748400
5,2011,25098900
5,2012,25500600
5,2013,25873400
5,2014,26535900
5,2015,26912600
5,2016,27247200
6,2000,22134000
6,2001,22471000
6,2002,22921000
6,2003,22956500
6,2004,23417000
6,2005,23742800
6,2006,23978200
6,2007,24215700
6,2008,24346600
6,2009,24394300
6,2010,24748400
6,2011,25098900
6,2012,25500600
6,2013,25873400
6,2014,26535900
6,2015,26912600
6,2016,27247200
7,2000,22134000
7,2001,22471000
7,2002,22921000
7,2003,22956500
7,2004,23417000
7,2005,23742800
7,2006,23978200
7,2007,24215700
7,2008,24346600
7,2009,24394300
7,2010,24748400
7,2011,25098900
7,2012,25500600
7,2013,25873400
7,2014,26535900
7,2015,26912600
7,2016,27247200
8,2000,22134000
8,2001,22471000
8,2002,22921000
8,2003,22956500
8,2004,23417000
8,2005,23742800
8,2006,23978200
8,2007,24215700
8,2008,24346600
8,2009,24394300
8,2010,24748400
8,2011,25098900
8,2012,25500600
8,2013,25873400
8,2014,26535900
8,2015,26912600
8,2016,27247200
9,2000,22134000
9,2001,22471000
9,2002,22921000
9,2003,22956500
9,2004,23417000
9,2005,23742800
9,2006,23978200
9,2007,24215700
9,2008,24346600
9,2009,24394300
9,2010,24748400
9,2011,25098900
9,2012,25500600
9,2013,25873400
9,2014,26535900
9,2015,26912600
9,2016,27247200
10,2000,22134000
10,2001,22471000
10,2002,22921000
10,2003,22956500
10,2004,23417000
10,2005,23742800
10,2006,23978200
10,2007,24215700
10,2008,24346600
10,2009,24394300
10,2010,24748400
10,2011,25098900
10,2012,25500600
10,2013,25873400
10,2014,26535900
10,2015,26912600
10,2016,27247200
11,2000,22134000
11,2001,22471000
11,2002,22921000
11,2003,22956500
11,2004,23417000
11,2005,23742800
11,2006,23978200
11,2007,24215700
11,2008,24346600
11,2009,24394300
11,2010,24748400
11,2011,25098900
11,2012,25500600
11,2013,25873400
11,2014,26535900
11,2015,26912600
11,2016,27247200
