rgn_id,sector,year,wages
13,fism,2010,365917e8
13,rd,2010,455775e8
13,con,2010,167699e8
13,ts,2010,38674e9
13,em,2010,52079e9
13,sb,2010,662787e8
13,ser,2010,233172e8
13,pa,2010,484492e8
13,tour,2010,277414e8
13,env,2010,417326e8
13,fism,2011,395985e8
13,rd,2011,512318e8
13,con,2011,380415e8
13,ts,2011,406122e8
13,em,2011,511106e8
13,sb,2011,627544e8
13,ser,2011,241248e8
13,pa,2011,494807e8
13,tour,2011,268039e8
13,env,2011,390006e8
13,fism,2012,381752e8
13,rd,2012,590198e8
13,con,2012,364657e8
13,ts,2012,37127e9
13,em,2012,559777e8
13,sb,2012,728925e8
13,ser,2012,252872e8
13,pa,2012,519593e8
13,tour,2012,262009e8
13,env,2012,368857e8
13,fism,2013,391106e8
13,rd,2013,62203e9
13,con,2013,425595e8
13,ts,2013,358415e8
13,em,2013,524553e8
13,sb,2013,677442e8
13,ser,2013,243329e8
13,pa,2013,543837e8
13,tour,2013,272114e8
13,env,2013,338365e8
13,fism,2014,370687e8
13,rd,2014,638548e8
13,con,2014,395492e8
13,ts,2014,383378e8
13,em,2014,515617e8
13,sb,2014,664409e8
13,ser,2014,269755e8
13,pa,2014,573082e8
13,tour,2014,190829e7
13,env,2014,33897e9
